time_ns,expected_counts,measured_counts,lifetime_true_ns
8.37573385518591,355.7405687817254,330,2.5
8.414872798434441,350.2922820119463,338,2.5
8.454011741682974,344.9286271079043,341,2.5
8.493150684931507,339.64828942648296,347,2.5
8.532289628180038,334.4499747457932,330,2.5
8.571428571428571,329.33240894795523,334,2.5
8.610567514677104,324.2943377068109,323,2.5
8.649706457925635,319.33452618048585,323,2.5
8.688845401174168,314.451758708726,325,2.5
8.7279843444227,309.6448385149378,317,2.5
8.767123287671232,304.9125874128549,321,2.5
8.806262230919765,300.25384551776307,297,2.5
8.845401174168297,295.6674709622097,289,2.5
8.88454011741683,291.1523396161288,303,2.5
8.92367906066536,286.707344811316,316,2.5
8.962818003913894,282.3313970701799,283,2.5
9.001956947162427,278.023423838711,269,2.5
9.041095890410958,273.78236922359474,273,2.5
9.08023483365949,269.6071937334101,240,2.5
9.119373776908024,265.496874023849,231,2.5
9.158512720156555,261.4504026468918,253,2.5
9.197651663405088,257.466787803879,249,2.5
9.23679060665362,253.54505310242055,273,2.5
9.275929549902152,249.6842373170796,231,2.5
9.315068493150685,245.88339415377337,224,2.5
9.354207436399216,242.14159201783562,255,2.5
9.393346379647749,238.45791378567978,247,2.5
9.432485322896282,234.83145658001112,230,2.5
9.471624266144813,231.26133154852894,232,2.5
9.510763209393346,227.7466636460667,211,2.5
9.549902152641877,224.28659142011742,206,2.5
9.58904109589041,220.88026679968902,216,2.5
9.628180039138943,217.5268548874414,229,2.5
9.667318982387474,214.22553375505024,213,2.5
9.706457925636007,210.97549424175094,196,2.5
9.74559686888454,207.7759397560123,173,2.5
9.784735812133071,204.62608608028953,196,2.5
9.823874755381604,201.52516117881086,205,2.5
9.863013698630137,198.47240500835025,175,2.5
9.902152641878669,195.46706933193943,212,2.5
9.941291585127201,192.50841753547266,199,2.5
9.980430528375733,189.59572444716187,201,2.5
10.019569471624266,186.72827615979477,181,2.5
10.058708414872799,183.9053698557556,177,2.5
10.09784735812133,181.1263136347624,180,2.5
10.136986301369863,178.39042634428057,194,2.5
10.176125244618394,175.6970374125719,197,2.5
10.215264187866927,173.04548668433503,189,2.5
10.25440313111546,170.43512425890034,170,2.5
10.293542074363991,167.86531033093854,149,2.5
10.332681017612524,165.33541503364182,187,2.5
10.371819960861057,162.84481828434332,149,2.5
10.410958904109588,160.39290963253302,148,2.5
10.450097847358121,157.97908811023478,181,2.5
10.489236790606654,155.60276208470864,148,2.5
10.528375733855185,153.26334911343943,161,2.5
10.567514677103718,150.96027580137945,150,2.5
10.60665362035225,148.6929776604083,168,2.5
10.645792563600782,146.460898970975,162,2.5
10.684931506849315,144.2634926458906,153,2.5
10.724070450097846,142.10022009623577,144,2.5
10.76320939334638,139.970551099351,132,2.5
10.80234833659491,137.87396366887896,147,2.5
10.841487279843443,135.80994392682345,120,2.5
10.880626223091976,133.77798597759738,144,2.5
10.919765166340508,131.77759178402698,142,2.5
10.95890410958904,129.80827104528103,132,2.5
10.998043052837573,127.86954107669786,148,2.5
11.037181996086105,125.96092669147797,100,2.5
11.076320939334638,124.08196008421457,130,2.5
11.11545988258317,122.23218071623405,130,2.5
11.154598825831702,120.41113520271635,95,2.5
11.193737769080235,118.61837720156967,122,2.5
11.232876712328766,116.85346730403135,123,2.5
11.272015655577299,115.11597292696727,112,2.5
11.311154598825832,113.40546820684537,119,2.5
11.350293542074363,111.72153389535539,124,2.5
11.389432485322896,110.06375725664988,123,2.5
11.428571428571427,108.4317319661825,111,2.5
11.46771037181996,106.82505801111635,100,2.5
11.506849315068493,105.2433415922802,95,2.5
11.545988258317024,103.68619502764783,99,2.5
11.585127201565557,102.1532366573157,96,2.5
11.62426614481409,100.64409074995787,88,2.5
11.663405088062621,99.15838741073327,102,2.5
11.702544031311154,97.6957624906234,114,2.5
11.741682974559687,96.25585749717925,84,2.5
11.780821917808218,94.83831950665345,76,2.5
11.819960861056751,93.44280107749812,97,2.5
11.859099804305282,92.0689601652066,90,2.5
11.898238747553815,90.71646003847687,98,2.5
11.937377690802348,89.38496919667867,83,2.5
11.97651663405088,88.07416128860176,80,2.5
12.015655577299412,86.78371503246628,102,2.5
12.054794520547944,85.51331413717644,92,2.5
12.093933463796477,84.26264722479644,88,2.5
12.13307240704501,83.03140775423124,76,2.5
12.17221135029354,81.81929394609291,76,2.5
12.211350293542074,80.62600870873347,89,2.5
12.250489236790607,79.4512595654274,78,2.5
12.289628180039138,78.29475858268496,86,2.5
12.32876712328767,77.15622229967879,79,2.5
12.367906066536204,76.03537165876753,76,2.5
12.407045009784735,74.93193193709776,62,2.5
12.446183953033268,73.84563267926907,67,2.5
12.485322896281799,72.77620763104501,72,2.5
12.524461839530332,71.7233946740932,67,2.5
12.563600782778865,70.68693576174006,59,2.5
12.602739726027396,69.66657685572274,53,2.5
12.641878669275929,68.66206786392368,61,2.5
12.68101761252446,67.67316257907297,65,2.5
12.720156555772993,66.69961861840193,77,2.5
12.759295499021526,65.74119736423481,66,2.5
12.798434442270057,64.79766390550321,61,2.5
12.83757338551859,63.86878698016865,58,2.5
12.876712328767123,62.9543389185399,56,2.5
12.915851272015654,62.05409558747068,66,2.5
12.954990215264187,61.16783633542392,57,2.5
12.99412915851272,60.295343938390005,43,2.5
13.033268101761252,59.43640454664432,64,2.5
13.072407045009784,58.59080763233237,41,2.5
13.111545988258316,57.7583459378692,71,2.5
13.150684931506849,56.93881542513967,49,2.5
13.189823874755382,56.132015225488665,45,2.5
13.228962818003913,55.337747590487645,49,2.5
13.268101761252446,54.555817843465924,56,2.5
13.307240704500977,53.786034331795335,56,2.5
13.34637964774951,53.028208379915434,59,2.5
13.385518590998043,52.28215424308889,47,2.5
13.424657534246574,51.54768906187517,51,2.5
13.463796477495107,50.824632817310984,58,2.5
13.50293542074364,50.11280828678761,57,2.5
13.542074363992171,49.41204100061307,43,2.5
13.581213307240704,48.722159199249155,45,2.5
13.620352250489237,48.042993791213085,53,2.5
13.659491193737768,47.374378311632526,52,2.5
13.698630136986301,46.716148881444866,57,2.5
13.737769080234832,46.06814416723014,37,2.5
13.776908023483365,45.43020534166771,49,2.5
13.816046966731898,44.802176044607535,36,2.5
13.85518590998043,44.183902344745896,53,2.5
13.894324853228962,43.57523270189639,46,2.5
13.933463796477493,42.97601792984735,39,2.5
13.972602739726026,42.386111159795774,50,2.5
14.01174168297456,41.80536780434955,44,2.5
14.05088062622309,41.23364552208889,50,2.5
14.090019569471623,40.67080418267791,43,2.5
14.129158512720156,40.116705832518655,38,2.5
14.168297455968688,39.57121466093821,44,2.5
14.20743639921722,39.03419696690119,37,2.5
14.246575342465754,38.50552112623954,39,2.5
14.285714285714285,37.98505755939094,36,2.5
14.324853228962818,37.47267869963868,31,2.5
14.363992172211349,36.96825896184487,31,2.5
14.403131115459882,36.47167471166908,34,2.5
14.442270058708415,35.9828042352655,40,2.5
14.481409001956946,35.501527709450485,41,2.5
14.520547945205479,35.02772717233361,26,2.5
14.55968688845401,34.56128649440515,39,2.5
14.598825831702543,34.102091350072286,32,2.5
14.637964774951076,33.650029189637735,35,2.5
14.677103718199607,33.20498921171368,32,2.5
14.71624266144814,32.76686233606394,44,2.5
14.755381604696673,32.33554117686833,27,2.5
14.794520547945204,31.910920016402095,30,2.5
14.833659491193737,31.492894779124228,25,2.5
14.87279843444227,31.08136300616848,26,2.5
14.911937377690801,30.676223830230306,27,2.5
14.951076320939334,30.27737795084418,24,2.5
14.990215264187865,29.884727610044866,29,2.5
15.029354207436398,29.49817656840661,17,2.5
15.068493150684931,29.117630081454784,29,2.5
15.107632093933463,28.742994876443788,24,2.5
15.146771037181995,28.374179129495587,19,2.5
15.185909980430527,28.011092443093677,25,2.5
15.22504892367906,27.6536458239263,29,2.5
15.264187866927593,27.301751661074057,21,2.5
15.303326810176124,26.955323704536344,21,2.5
15.342465753424657,26.614277044091168,28,2.5
15.38160469667319,26.278528088483597,23,2.5
15.42074363992172,25.94799454493733,24,2.5
15.459882583170254,25.622595398984476,30,2.5
15.499021526418787,25.302250894608886,35,2.5
15.538160469667318,24.986882514697662,32,2.5
15.57729941291585,24.676412961796498,21,2.5
15.616438356164382,24.370766139163955,19,2.5
15.655577299412915,24.069867132119874,23,2.5
15.694716242661448,23.77364218968375,30,2.5
15.73385518590998,23.482018706498163,24,2.5
15.772994129158512,23.194925205032998,19,2.5
15.812133072407043,22.912291318066266,32,2.5
15.851272015655576,22.63404777143684,27,2.5
15.89041095890411,22.360126367065263,22,2.5
15.92954990215264,22.090459966238285,23,2.5
15.968688845401173,21.82498247315294,16,2.5
16.007827788649706,21.563628818716413,32,2.5
16.046966731898237,21.306334944597435,32,2.5
16.08610567514677,21.05303778752541,22,2.5
16.125244618395303,20.80367526383351,17,2.5
16.164383561643834,20.558186254241885,18,2.5
16.203522504892366,20.316510588877108,20,2.5
16.2426614481409,20.078589032524434,20,2.5
16.28180039138943,19.844363270109238,23,2.5
16.320939334637963,19.613775892403687,17,2.5
16.360078277886497,19.386770381955714,17,2.5
16.39921722113503,19.16329109923653,21,2.5
16.43835616438356,18.943283269003118,23,2.5
16.477495107632095,18.726692966872793,26,2.5
16.516634050880626,18.513467106106244,20,2.5
16.555772994129157,18.30355342459579,10,2.5
16.594911937377688,18.096900472055868,12,2.5
16.634050880626223,17.893457597412443,20,2.5
16.673189823874754,17.693174936388402,25,2.5
16.712328767123285,17.496003399281573,20,2.5
16.75146771037182,17.301894658932824,19,2.5
16.79060665362035,17.110801138881,15,2.5
16.829745596868882,16.922676001701745,19,2.5
16.868884540117417,16.737473137527612,19,2.5
16.908023483365948,16.55514715274646,25,2.5
16.94716242661448,16.375653358875304,19,2.5
16.986301369863014,16.198947761607112,17,2.5
17.025440313111545,16.02498705002777,16,2.5
17.064579256360076,15.853728586000381,15,2.5
17.10371819960861,15.685130393714608,14,2.5
17.142857142857142,15.519151149398368,15,2.5
17.181996086105674,15.3557501711892,9,2.5
17.22113502935421,15.1948874091631,17,2.5
17.26027397260274,15.036523435518244,11,2.5
17.29941291585127,14.880619434911054,20,2.5
17.338551859099802,14.727137194942546,17,2.5
17.377690802348337,14.576039096792357,12,2.5
17.416829745596868,14.427288105998334,12,2.5
17.4559686888454,14.280847763379255,20,2.5
17.495107632093934,14.136682176098628,15,2.5
17.534246575342465,13.994756008867334,22,2.5
17.573385518590996,13.855034475282775,11,2.5
17.61252446183953,13.717483329302711,13,2.5
17.651663405088062,13.582068856851514,19,2.5
17.690802348336593,13.448757867556703,13,2.5
17.729941291585128,13.317517686613945,18,2.5
17.76908023483366,13.188316146778433,14,2.5
17.80821917808219,13.06112158048056,14,2.5
17.84735812133072,12.935902812064166,19,2.5
17.886497064579256,12.812629150145307,13,2.5
17.925636007827787,12.691270380089778,10,2.5
17.96477495107632,12.571796756607359,10,2.5
18.003913894324853,12.454178996461241,13,2.5
18.043052837573384,12.33838827129064,9,2.5
18.082191780821915,12.22439620054488,17,2.5
18.12133072407045,12.112174844527264,8,2.5
18.16046966731898,12.001696697547043,7,2.5
18.199608610567513,11.89293468117764,8,2.5
18.238747553816047,11.785862137619706,25,2.5
18.27788649706458,11.680452823167272,13,2.5
18.31702544031311,11.576680901775294,15,2.5
18.356164383561644,11.474520938727215,11,2.5
18.395303326810176,11.373947894400889,11,2.5
18.434442270058707,11.274937118131273,6,2.5
18.47358121330724,11.177464342168507,11,2.5
18.512720156555773,11.081505675729883,9,2.5
18.551859099804304,10.987037599144093,10,2.5
18.590998043052835,10.894036958086552,13,2.5
18.63013698630137,10.802480957904212,11,2.5
18.6692759295499,10.71234715802856,7,2.5
18.708414872798432,10.623613466475359,5,2.5
18.747553816046967,10.536258134429866,11,2.5
18.786692759295498,10.450259750916189,3,2.5
18.82583170254403,10.365597237549348,10,2.5
18.864970645792564,10.282249843368952,14,2.5
18.904109589041095,10.200197139753122,14,2.5
18.943248532289626,10.119419015411333,13,2.5
18.98238747553816,10.039895671455133,9,2.5
19.021526418786692,9.961607616545397,10,2.5
19.060665362035223,9.884535662114935,12,2.5
19.099804305283755,9.808660917665351,9,2.5
19.13894324853229,9.73396478613693,13,2.5
19.17808219178082,9.660428959350494,4,2.5
19.21722113502935,9.588035413519966,9,2.5
19.256360078277886,9.516766404834758,6,2.5
19.295499021526417,9.446604465110703,8,2.5
19.33463796477495,9.377532397508567,9,2.5
19.373776908023483,9.309533272319058,13,2.5
19.412915851272015,9.242590422813358,11,2.5
19.452054794520546,9.176687441158018,9,2.5
19.49119373776908,9.111808174393392,11,2.5
19.53033268101761,9.047936720474532,5,2.5
19.569471624266143,8.985057424373517,7,2.5
19.608610567514678,8.923154874242405,13,2.5
19.64774951076321,8.862213897635758,12,2.5
19.68688845401174,8.802219557791823,9,2.5
19.726027397260275,8.743157149971509,7,2.5
19.765166340508806,8.68501219785425,7,2.5
19.804305283757337,8.627770449989782,9,2.5
19.843444227005868,8.571417876305112,7,2.5
19.882583170254403,8.515940664665715,9,2.5
19.921722113502934,8.461325217490149,11,2.5
19.960861056751465,8.407558148417252,10,2.5
20.0,8.35462627902512,6,2.5
